Supplier_ID,Country,Sector,Renewable_Energy_%,Emissions_Scope1_tCO2e,Emissions_Scope2_tCO2e,Emissions_Scope3_tCO2e,Data_Confidence,Last_Audit_Year,High_Risk_Operations,Recycled_Materials_%,Emissions_Trend,Traceability_Score,Risk_Category
SUP00285,USA,Displays,39,342,580,9588,0.87,2024,No,27,Stable,0.81,Medium
SUP00286,Germany,Semiconductors,41,433,1020,16776,0.61,2021,No,35,Stable,0.71,High
SUP00287,Brazil,Packaging,55,99,223,5680,0.78,2023,No,36,Stable,0.73,Low
SUP00288,Thailand,Batteries,38,995,1086,10680,0.76,2024,Yes,7,Stable,0.73,Medium
SUP00289,China,Packaging,50,44,153,4565,0.8,2023,No,70,Stable,0.84,Low
SUP00290,Germany,Assembly,74,84,426,8323,0.65,2024,No,90,Stable,0.71,Low
SUP00291,China,Packaging,15,87,391,2606,0.95,2024,No,25,Stable,0.9,Low
SUP00292,Germany,Batteries,22,847,1648,16732,0.9,2020,Yes,37,Decreasing,0.86,High
SUP00293,China,Packaging,45,60,288,4732,0.92,2020,No,25,Stable,0.94,Low
SUP00294,Mexico,Textiles,78,344,950,5218,0.87,2023,No,29,Decreasing,0.95,Low
SUP00295,Germany,Packaging,2,37,130,5805,0.9,2024,No,48,Increasing,0.87,Low
SUP00296,USA,Batteries,78,693,1107,10812,0.73,2023,No,0,Increasing,0.79,Medium
SUP00297,USA,Packaging,85,51,128,3213,0.74,2020,No,6,Decreasing,0.89,Low
SUP00298,Germany,Textiles,100,439,733,6778,0.98,2021,No,53,Increasing,1.0,Low
SUP00299,China,Packaging,36,90,321,3417,0.79,2020,No,22,Stable,0.75,Low
SUP00300,Brazil,Packaging,56,45,134,5903,0.63,2023,No,48,Stable,0.81,Low
SUP00301,Germany,Displays,67,312,556,13814,0.75,2024,No,16,Stable,0.78,Medium
SUP00302,India,Displays,26,422,745,10289,0.68,2021,No,48,Stable,0.57,Medium
SUP00303,India,Packaging,52,93,131,5581,0.94,2021,No,63,Increasing,0.98,Low
SUP00304,China,Batteries,49,905,1329,16223,0.89,2022,Yes,98,Increasing,0.85,High
SUP00305,China,Packaging,60,36,267,4730,0.88,2020,No,67,Increasing,1.0,Low
SUP00306,Germany,Semiconductors,99,428,1058,13004,0.68,2021,No,75,Increasing,0.5,Medium
SUP00307,Thailand,Assembly,94,137,510,13747,0.89,2023,No,53,Increasing,1.0,Medium
SUP00308,China,Assembly,76,123,746,13371,0.92,2020,No,65,Increasing,0.89,Medium
SUP00309,Germany,Textiles,45,585,519,4865,0.61,2022,No,83,Increasing,0.68,Medium
SUP00310,USA,Textiles,47,817,763,7290,0.65,2024,Yes,75,Stable,0.83,Low
SUP00311,Brazil,Packaging,53,68,199,2224,0.82,2021,No,58,Stable,0.85,Low
SUP00312,Germany,Textiles,72,477,743,6125,0.63,2022,No,46,Increasing,0.74,Low
SUP00313,Germany,Textiles,86,491,652,6462,0.62,2022,No,53,Decreasing,0.54,Medium
SUP00314,Vietnam,Textiles,48,600,700,6503,0.8,2020,No,64,Stable,0.91,Low
SUP00315,China,Packaging,30,94,154,4593,0.73,2021,No,83,Increasing,0.8,Low
SUP00316,China,Displays,7,362,780,10004,0.63,2023,No,73,Stable,0.63,Medium
SUP00317,USA,Textiles,28,696,899,5001,0.62,2023,No,22,Decreasing,0.63,Medium
SUP00318,Vietnam,Displays,43,308,966,12258,0.63,2022,No,21,Increasing,0.63,Medium
SUP00319,China,Displays,28,475,619,13590,0.63,2020,No,1,Increasing,0.53,Medium
SUP00320,USA,Semiconductors,87,369,1125,14119,0.86,2020,No,35,Increasing,0.9,Medium
SUP00321,China,Assembly,48,56,660,9638,0.94,2024,No,90,Increasing,1.0,Medium
SUP00322,India,Batteries,40,856,1660,13413,0.94,2022,Yes,24,Increasing,0.79,Medium
SUP00323,India,Assembly,53,52,434,11413,0.64,2024,No,32,Increasing,0.57,Medium
SUP00324,Vietnam,Packaging,4,67,229,5310,0.67,2023,No,45,Decreasing,0.58,Medium
SUP00325,USA,Batteries,26,928,1469,16265,0.75,2020,Yes,24,Stable,0.54,High
SUP00326,Mexico,Packaging,67,40,163,4133,0.72,2023,No,40,Stable,0.56,Medium
SUP00327,India,Textiles,11,561,768,4024,0.72,2021,No,73,Decreasing,0.62,Medium
SUP00328,Vietnam,Batteries,74,560,1156,18296,0.62,2024,No,43,Stable,0.49,High
SUP00329,Mexico,Assembly,90,66,751,8088,0.92,2023,No,75,Increasing,1.0,Low
SUP00330,China,Semiconductors,81,368,1380,12988,0.9,2020,No,32,Stable,0.9,Medium
SUP00331,Germany,Textiles,81,373,1087,9135,0.69,2024,No,58,Increasing,0.48,High
SUP00332,USA,Packaging,75,38,189,2871,0.89,2023,No,88,Increasing,0.8,Low
SUP00333,USA,Semiconductors,33,361,1364,15206,0.79,2022,No,35,Increasing,0.78,Medium
SUP00334,Mexico,Semiconductors,61,256,1094,13233,0.95,2021,No,2,Stable,0.84,Medium
SUP00335,Vietnam,Displays,78,165,537,10238,0.71,2021,No,14,Stable,0.71,Medium
SUP00336,China,Batteries,27,682,1023,12134,0.61,2023,No,47,Stable,0.49,High
SUP00337,Germany,Textiles,65,421,984,7889,0.73,2024,No,17,Stable,0.63,Medium
SUP00338,Brazil,Displays,34,434,937,15975,0.83,2023,No,58,Stable,0.87,Medium
SUP00339,Brazil,Semiconductors,69,448,1415,12443,0.67,2021,No,45,Stable,0.77,Medium
SUP00340,Germany,Semiconductors,80,219,994,17211,0.77,2021,No,63,Increasing,0.82,High
SUP00341,Vietnam,Packaging,93,78,264,5861,0.76,2024,No,97,Increasing,0.67,Medium
SUP00342,Brazil,Packaging,53,63,211,5937,0.8,2021,No,98,Stable,0.73,Low
SUP00343,Thailand,Displays,57,344,996,15538,0.66,2022,No,78,Increasing,0.75,Medium
SUP00344,India,Displays,57,254,927,9781,0.81,2020,No,77,Stable,0.87,Medium
SUP00345,India,Packaging,43,77,318,3057,0.98,2021,No,37,Decreasing,0.94,Low
SUP00346,Mexico,Displays,31,491,631,15517,0.88,2023,No,0,Increasing,0.98,Medium
SUP00347,Thailand,Batteries,6,919,1615,17793,0.84,2020,Yes,24,Increasing,0.8,High
SUP00348,Germany,Packaging,79,41,203,4635,0.73,2024,No,77,Increasing,0.75,Low
SUP00349,Mexico,Displays,49,471,551,9729,0.66,2024,No,48,Stable,0.65,Medium
SUP00350,USA,Textiles,48,402,987,9354,0.67,2020,No,60,Stable,0.72,Medium
SUP00351,Mexico,Semiconductors,81,233,821,13856,0.77,2024,No,98,Decreasing,0.75,Medium
SUP00352,USA,Packaging,73,42,310,5982,0.6,2022,No,87,Stable,0.56,Medium
SUP00353,Germany,Packaging,36,92,307,2196,0.93,2021,No,94,Stable,1.0,Low
SUP00354,China,Textiles,98,669,1110,7496,0.61,2024,No,91,Stable,0.63,Medium
SUP00355,Brazil,Packaging,85,87,383,4974,0.75,2022,No,91,Stable,0.83,Low
SUP00356,Thailand,Assembly,40,68,792,12022,0.61,2023,No,22,Stable,0.72,Medium
SUP00357,Brazil,Assembly,24,77,450,14852,0.62,2020,No,88,Increasing,0.6,Medium
SUP00358,Brazil,Textiles,45,662,641,8281,0.66,2020,No,99,Increasing,0.63,Medium
SUP00359,Mexico,Textiles,67,769,610,9834,0.68,2020,Yes,17,Stable,0.66,Medium
SUP00360,China,Batteries,86,552,1013,19348,0.95,2021,No,47,Stable,0.91,High
SUP00361,USA,Batteries,36,782,1614,14649,0.61,2021,Yes,66,Increasing,0.56,Medium
SUP00362,USA,Semiconductors,59,373,955,19823,0.63,2020,No,14,Stable,0.72,High
SUP00363,Germany,Displays,3,311,812,15396,0.8,2023,No,2,Increasing,0.57,Medium
SUP00364,USA,Packaging,12,56,321,5061,0.92,2022,No,18,Stable,0.79,Low
SUP00365,Thailand,Displays,68,309,605,12652,0.7,2020,No,71,Increasing,0.88,Medium
SUP00366,Thailand,Displays,61,259,751,11890,0.7,2020,No,17,Stable,0.67,Medium
SUP00367,China,Packaging,54,96,389,4831,0.79,2020,No,94,Stable,0.8,Low
SUP00368,Mexico,Semiconductors,33,376,1776,13204,0.62,2024,Yes,74,Decreasing,0.39,High
SUP00369,Germany,Assembly,77,144,685,11965,0.8,2023,No,55,Increasing,0.75,Medium
SUP00370,USA,Displays,93,457,769,10799,0.63,2020,No,13,Decreasing,0.76,Medium
SUP00371,Brazil,Textiles,0,805,946,7598,0.66,2024,Yes,9,Stable,0.84,Low
SUP00372,Brazil,Packaging,10,61,277,4513,0.94,2023,No,15,Decreasing,0.91,Low
SUP00373,Brazil,Packaging,62,62,244,3211,0.74,2024,No,29,Increasing,0.71,Low
SUP00374,Thailand,Textiles,5,390,705,8389,0.99,2023,No,54,Stable,1.0,Low
SUP00375,Mexico,Textiles,27,323,934,5038,0.63,2020,No,53,Stable,0.75,Low
SUP00376,USA,Textiles,76,402,1000,4910,0.86,2024,No,74,Increasing,0.81,Low
SUP00377,USA,Semiconductors,51,203,1376,13810,0.8,2024,No,71,Stable,0.67,Medium
SUP00378,Vietnam,Textiles,76,896,763,5796,0.98,2020,Yes,15,Stable,0.91,Low
SUP00379,India,Displays,95,433,553,12303,0.76,2024,No,6,Increasing,0.45,High
SUP00380,USA,Assembly,7,112,429,11724,0.71,2022,No,5,Decreasing,0.86,Medium
SUP00381,Thailand,Displays,51,329,792,9020,0.71,2021,No,7,Increasing,0.82,Medium
SUP00382,Mexico,Textiles,100,853,586,4611,0.95,2021,Yes,55,Stable,1.0,Low
SUP00383,USA,Semiconductors,41,380,977,19435,0.63,2020,No,64,Stable,0.57,High
SUP00384,USA,Textiles,62,499,957,5299,0.67,2020,No,93,Increasing,0.72,Low
SUP00385,India,Textiles,61,841,589,4063,0.72,2021,Yes,25,Decreasing,0.73,Low
SUP00386,China,Textiles,28,680,554,5989,0.71,2022,No,22,Decreasing,0.69,Medium
SUP00387,India,Displays,4,461,688,14820,0.77,2023,No,32,Increasing,0.89,Medium
SUP00388,China,Textiles,64,847,1033,9597,0.97,2022,Yes,80,Stable,0.91,Medium
SUP00389,Mexico,Semiconductors,38,451,1562,19751,0.96,2021,Yes,11,Decreasing,0.89,High
SUP00390,India,Displays,82,254,794,15652,0.79,2022,No,58,Increasing,0.87,Medium
SUP00391,Thailand,Displays,77,292,938,9283,0.98,2021,No,24,Decreasing,1.0,Medium
SUP00392,China,Semiconductors,42,367,1856,16859,0.83,2023,Yes,59,Stable,0.82,High
SUP00393,Mexico,Batteries,37,985,1048,14800,0.96,2023,Yes,92,Increasing,1.0,Medium
SUP00394,Thailand,Packaging,59,80,306,4525,0.94,2023,No,90,Decreasing,1.0,Low
SUP00395,Brazil,Packaging,41,97,190,3851,0.68,2024,No,98,Increasing,0.7,Low
SUP00396,China,Assembly,7,148,651,14045,0.98,2022,No,24,Increasing,1.0,Medium
SUP00397,Thailand,Textiles,90,847,1018,8327,0.86,2023,Yes,71,Stable,0.76,Medium
SUP00398,Vietnam,Semiconductors,24,570,1355,12542,0.64,2020,No,50,Stable,0.55,Medium
SUP00399,Thailand,Packaging,38,54,149,5079,0.74,2020,No,83,Stable,0.75,Low
SUP00400,China,Semiconductors,46,481,1669,12719,0.73,2023,Yes,26,Stable,0.57,Medium
SUP00401,India,Assembly,68,59,612,12489,0.66,2023,No,88,Stable,0.71,Medium
SUP00402,Mexico,Batteries,22,636,1017,15567,0.67,2020,No,64,Stable,0.78,Medium
SUP00403,USA,Semiconductors,60,255,1009,16382,0.9,2020,No,18,Stable,0.93,Medium
SUP00404,Germany,Semiconductors,100,395,1841,14264,0.82,2020,Yes,15,Increasing,0.96,Medium
SUP00405,USA,Batteries,44,557,1410,14480,0.93,2021,No,64,Decreasing,0.87,Medium
SUP00406,Germany,Batteries,68,715,1404,15457,0.82,2021,Yes,62,Stable,0.83,Medium
SUP00407,Thailand,Packaging,31,36,373,5544,0.97,2020,No,83,Stable,0.85,Low
SUP00408,Germany,Textiles,54,610,899,8499,0.88,2021,No,89,Stable,0.81,Medium
SUP00409,China,Textiles,51,306,695,5123,0.97,2020,No,86,Increasing,0.79,Low
SUP00410,Vietnam,Batteries,96,737,1682,19412,0.66,2022,Yes,76,Stable,0.77,High
SUP00411,USA,Assembly,90,98,709,10781,0.64,2021,No,57,Decreasing,0.84,Medium
SUP00412,Vietnam,Textiles,21,804,1132,7558,0.8,2020,Yes,12,Increasing,0.52,Medium
SUP00413,USA,Assembly,22,139,732,13456,0.72,2022,No,27,Stable,0.8,Medium
SUP00414,Vietnam,Assembly,4,90,531,10539,0.87,2022,No,42,Increasing,0.78,Medium
SUP00415,China,Assembly,15,66,512,8053,0.89,2024,No,71,Increasing,0.84,Low
SUP00416,Thailand,Packaging,88,88,392,5301,0.68,2021,No,59,Decreasing,0.75,Low
SUP00417,Thailand,Displays,66,317,881,9599,0.95,2024,No,18,Stable,0.96,Medium
SUP00418,China,Textiles,75,522,1005,4219,0.61,2023,No,52,Increasing,0.56,Medium
SUP00419,Mexico,Assembly,7,111,318,8653,0.89,2021,No,25,Stable,0.79,Low
SUP00420,Mexico,Displays,52,363,640,9719,0.97,2023,No,71,Increasing,0.96,Medium
SUP00421,Thailand,Displays,44,450,993,9065,0.99,2024,No,50,Decreasing,1.0,Medium
SUP00422,USA,Semiconductors,39,250,1811,17854,0.88,2022,Yes,57,Increasing,0.78,High
SUP00423,USA,Textiles,57,804,660,4262,0.85,2020,Yes,24,Stable,0.83,Low
SUP00424,Vietnam,Packaging,38,30,391,4381,0.88,2022,No,52,Stable,0.73,Low
SUP00425,USA,Batteries,3,997,1001,14831,0.61,2020,Yes,51,Decreasing,0.55,Medium
SUP00426,India,Displays,89,179,882,15215,0.64,2020,No,77,Stable,0.76,Medium
SUP00427,India,Textiles,78,547,743,5099,0.92,2021,No,98,Stable,0.95,Low
SUP00428,China,Semiconductors,73,397,933,11085,0.87,2024,No,38,Increasing,0.9,Medium
SUP00429,Mexico,Assembly,87,133,512,6969,0.74,2023,No,29,Stable,0.77,Low
SUP00430,Mexico,Batteries,77,580,1453,18129,0.61,2020,No,97,Stable,0.71,High
SUP00431,Vietnam,Packaging,18,39,155,5919,0.87,2024,No,60,Stable,0.87,Low
SUP00432,Mexico,Packaging,7,86,186,4545,0.72,2020,No,8,Stable,0.8,Low
SUP00433,Germany,Displays,17,206,961,13336,0.78,2024,No,22,Decreasing,0.86,Medium
SUP00434,Thailand,Textiles,99,529,959,4662,0.82,2024,No,81,Stable,0.85,Low
SUP00435,Vietnam,Packaging,47,87,253,4992,1.0,2024,No,39,Increasing,1.0,Low
SUP00436,China,Batteries,12,990,1787,19259,0.73,2021,Yes,75,Increasing,0.47,High
SUP00437,Brazil,Packaging,4,94,242,2722,0.71,2024,No,68,Stable,0.7,Low
SUP00438,Mexico,Batteries,100,692,1452,13109,0.87,2023,No,50,Stable,0.97,Medium
SUP00439,Vietnam,Semiconductors,54,406,1682,12491,0.73,2024,Yes,3,Stable,0.75,Medium
SUP00440,China,Assembly,94,88,575,9185,0.89,2022,No,26,Stable,0.82,Low
SUP00441,Mexico,Displays,74,420,945,14710,0.67,2020,No,24,Decreasing,0.63,Medium
SUP00442,China,Batteries,73,693,1021,11277,0.76,2022,No,76,Decreasing,0.7,Medium
SUP00443,Thailand,Assembly,70,51,696,9561,0.92,2024,No,38,Stable,0.8,Medium
SUP00444,Thailand,Batteries,51,958,1587,12167,0.61,2022,Yes,29,Increasing,0.65,Medium
SUP00445,India,Textiles,3,359,507,7803,0.9,2020,No,36,Increasing,0.73,Low
SUP00446,Germany,Batteries,47,725,1597,19077,0.77,2022,Yes,76,Stable,0.78,High
SUP00447,Thailand,Displays,58,354,931,10370,0.72,2022,No,4,Stable,0.66,Medium
SUP00448,Thailand,Semiconductors,30,447,1462,17131,0.82,2024,No,46,Stable,0.81,High
SUP00449,Germany,Textiles,94,305,1177,5572,0.81,2021,No,78,Decreasing,0.67,Medium
SUP00450,Brazil,Textiles,68,565,875,7937,0.62,2020,No,1,Stable,0.57,Medium
SUP00451,Vietnam,Displays,86,298,965,9544,0.83,2023,No,37,Stable,1.0,Medium
SUP00452,Brazil,Assembly,44,134,325,11561,0.9,2021,No,99,Increasing,0.93,Medium
SUP00453,Thailand,Packaging,54,36,378,3640,0.87,2023,No,91,Stable,0.88,Low
SUP00454,Germany,Textiles,60,322,817,6630,0.82,2022,No,90,Stable,0.82,Low
SUP00455,China,Batteries,32,712,1126,11223,0.92,2021,Yes,88,Stable,0.98,Medium
SUP00456,Vietnam,Packaging,68,81,200,3790,0.82,2023,No,22,Stable,0.73,Low
SUP00457,Mexico,Textiles,84,690,1014,9719,0.92,2020,No,48,Increasing,0.78,Medium
SUP00458,Vietnam,Textiles,20,873,755,8014,0.68,2021,Yes,13,Increasing,0.5,Medium
SUP00459,China,Packaging,29,77,172,5948,0.89,2022,No,50,Decreasing,0.69,Medium
SUP00460,Thailand,Displays,7,153,632,13157,0.79,2022,No,20,Stable,0.71,Medium
SUP00461,China,Packaging,82,96,125,4075,0.91,2024,No,8,Stable,0.88,Low
SUP00462,Brazil,Assembly,62,121,449,7561,0.93,2024,No,56,Stable,0.87,Low
SUP00463,Thailand,Batteries,58,837,1544,16667,0.77,2023,Yes,32,Increasing,0.86,High
SUP00464,Thailand,Displays,34,394,553,14068,0.79,2024,No,26,Stable,0.87,Medium
SUP00465,USA,Semiconductors,29,350,1093,16897,0.87,2022,No,63,Decreasing,1.0,High
SUP00466,India,Textiles,36,300,672,8688,0.91,2020,No,30,Increasing,0.96,Low
SUP00467,Thailand,Textiles,44,512,969,9234,0.95,2023,No,44,Stable,0.92,Medium
SUP00468,Thailand,Displays,92,172,573,15028,0.85,2023,No,11,Decreasing,0.77,Medium
SUP00469,China,Semiconductors,65,417,1783,14845,0.8,2024,Yes,31,Stable,0.76,Medium
SUP00470,USA,Displays,28,255,586,12725,0.86,2022,No,87,Stable,1.0,Medium
SUP00471,India,Displays,74,420,575,11181,0.86,2022,No,22,Increasing,0.99,Medium
SUP00472,China,Textiles,23,751,604,6122,0.84,2021,Yes,20,Increasing,0.65,Medium
SUP00473,Germany,Batteries,20,928,1609,15200,0.69,2023,Yes,31,Increasing,0.77,Medium
SUP00474,USA,Semiconductors,81,520,1008,13272,0.82,2022,No,41,Decreasing,0.63,Medium
SUP00475,Thailand,Semiconductors,52,263,1155,11931,0.63,2023,No,42,Increasing,0.49,High
SUP00476,India,Semiconductors,70,400,1302,17936,0.85,2024,No,6,Increasing,0.89,High
SUP00477,Mexico,Packaging,38,39,379,3029,0.67,2022,No,57,Stable,0.69,Medium
SUP00478,Mexico,Batteries,68,503,1507,19124,0.79,2024,Yes,85,Decreasing,0.91,High
SUP00479,Thailand,Packaging,14,61,199,4117,0.87,2023,No,32,Increasing,0.75,Low
SUP00480,USA,Packaging,36,91,329,3973,0.92,2023,No,90,Decreasing,1.0,Low
SUP00481,India,Packaging,38,40,139,3552,0.66,2020,No,29,Stable,0.68,Medium
SUP00482,USA,Packaging,1,93,154,3980,0.88,2021,No,92,Increasing,1.0,Low
SUP00483,India,Batteries,56,620,1146,17005,0.74,2024,No,74,Stable,0.73,High
SUP00484,Mexico,Semiconductors,72,226,1721,19457,0.82,2023,Yes,7,Increasing,0.84,High
SUP00485,Brazil,Packaging,85,61,183,5244,1.0,2021,No,73,Stable,0.84,Low
SUP00486,Mexico,Batteries,81,975,1425,17001,0.62,2021,Yes,46,Stable,0.56,High
SUP00487,Mexico,Semiconductors,86,420,1978,19987,0.63,2024,Yes,21,Decreasing,0.61,High
SUP00488,Mexico,Displays,50,425,628,15700,0.8,2024,No,95,Increasing,0.87,Medium
SUP00489,Thailand,Batteries,28,535,1385,17463,0.91,2024,No,8,Stable,1.0,High
SUP00490,Thailand,Assembly,18,54,523,14071,0.96,2022,No,9,Decreasing,0.94,Medium
SUP00491,Thailand,Batteries,36,904,1333,14505,0.83,2020,Yes,42,Decreasing,0.87,Medium
SUP00492,Brazil,Textiles,30,703,1126,4771,0.83,2024,Yes,64,Decreasing,0.72,Low
SUP00493,Germany,Batteries,97,864,1498,11914,0.86,2023,Yes,7,Stable,0.95,Medium
SUP00494,Brazil,Packaging,38,38,332,4903,0.81,2020,No,47,Stable,0.82,Low
SUP00495,USA,Assembly,10,96,783,11822,0.89,2022,No,79,Stable,0.99,Medium
SUP00496,Germany,Batteries,15,566,1111,15253,0.87,2021,No,95,Decreasing,0.69,Medium
SUP00497,Germany,Assembly,36,126,519,9380,0.83,2024,No,8,Increasing,0.77,Medium
SUP00498,Brazil,Semiconductors,74,218,1099,10609,0.77,2022,No,83,Increasing,0.69,Medium
SUP00499,Thailand,Displays,42,290,708,15082,0.7,2020,No,86,Decreasing,0.65,Medium
SUP00500,Germany,Displays,88,444,636,13353,0.95,2023,No,14,Stable,1.0,Medium
SUP00501,India,Packaging,87,80,102,5735,0.9,2022,No,16,Increasing,0.73,Low
SUP00502,China,Packaging,11,45,112,4922,0.87,2023,No,77,Stable,0.85,Low
SUP00503,Brazil,Assembly,16,90,711,14142,0.64,2021,No,90,Decreasing,0.87,Medium
SUP00504,Thailand,Semiconductors,6,455,1196,17081,0.64,2024,No,54,Stable,0.54,High
SUP00505,Thailand,Semiconductors,20,433,1396,19618,0.88,2024,No,47,Stable,0.84,High
SUP00506,India,Semiconductors,39,240,1162,10006,0.64,2024,No,97,Increasing,0.64,Medium
SUP00507,India,Packaging,88,30,389,4496,0.68,2021,No,20,Stable,0.66,Medium
SUP00508,Thailand,Semiconductors,10,330,1560,16868,0.7,2024,Yes,90,Stable,0.67,High
SUP00509,Brazil,Textiles,22,802,507,7231,0.65,2023,Yes,22,Stable,0.82,Low
SUP00510,Germany,Batteries,39,878,1749,10554,0.93,2020,Yes,43,Stable,1.0,Medium
SUP00511,Vietnam,Displays,47,416,638,15354,0.88,2022,No,81,Increasing,1.0,Medium
SUP00512,Germany,Textiles,9,524,630,9829,0.85,2020,No,44,Increasing,0.85,Medium
SUP00513,Thailand,Textiles,73,716,967,6632,0.75,2020,Yes,94,Increasing,0.83,Low
SUP00514,China,Batteries,10,910,1374,13218,0.69,2022,Yes,23,Stable,0.75,Medium
SUP00515,Vietnam,Batteries,62,866,1726,12994,0.77,2024,Yes,23,Increasing,0.94,Medium
SUP00516,Mexico,Assembly,27,131,605,7842,0.62,2021,No,89,Stable,0.59,Medium
SUP00517,Vietnam,Assembly,35,69,538,10320,0.75,2020,No,71,Stable,0.95,Medium
SUP00518,Vietnam,Packaging,73,85,294,4561,0.8,2020,No,32,Decreasing,0.89,Low
SUP00519,Vietnam,Displays,73,217,619,14162,0.85,2020,No,72,Stable,0.93,Medium
SUP00520,India,Packaging,67,50,258,4946,0.89,2022,No,76,Stable,0.85,Low
SUP00521,Mexico,Displays,51,422,907,13714,0.97,2022,No,35,Stable,1.0,Medium
SUP00522,China,Semiconductors,76,235,1440,16442,0.78,2024,No,90,Stable,0.86,High
SUP00523,China,Textiles,87,575,967,5856,0.87,2021,No,72,Stable,0.93,Low
SUP00524,Brazil,Textiles,96,487,758,9733,0.88,2020,No,0,Decreasing,0.77,Medium
SUP00525,Germany,Textiles,76,320,830,9028,0.74,2022,No,84,Decreasing,0.79,Medium
SUP00526,USA,Assembly,97,54,431,6447,0.88,2022,No,67,Stable,0.76,Low
SUP00527,Germany,Batteries,77,918,1053,11884,0.83,2022,Yes,66,Decreasing,0.59,Medium
SUP00528,India,Batteries,46,767,1289,12820,0.73,2021,Yes,52,Stable,0.78,Medium
SUP00529,India,Assembly,9,137,387,14542,0.93,2024,No,93,Decreasing,1.0,Medium
SUP00530,Germany,Semiconductors,16,574,999,18479,0.85,2024,No,87,Stable,0.71,High
SUP00531,USA,Batteries,74,741,1309,19383,0.88,2020,Yes,95,Decreasing,0.9,High
SUP00532,India,Packaging,3,36,378,2591,0.91,2021,No,96,Increasing,0.94,Low
SUP00533,Thailand,Assembly,18,105,793,13085,0.89,2024,No,55,Increasing,1.0,Medium
SUP00534,Mexico,Displays,60,340,854,15485,0.86,2024,No,100,Stable,0.82,Medium
SUP00535,Mexico,Packaging,67,83,135,2914,0.82,2022,No,70,Decreasing,0.85,Low
SUP00536,China,Displays,9,324,856,14416,0.85,2024,No,40,Increasing,0.77,Medium
SUP00537,Mexico,Packaging,21,91,320,5000,0.74,2021,No,15,Increasing,0.68,Medium
SUP00538,India,Displays,91,422,747,15242,0.78,2022,No,93,Stable,0.77,Medium
SUP00539,Thailand,Semiconductors,76,589,1744,16719,0.9,2023,Yes,88,Stable,0.8,High
SUP00540,Mexico,Textiles,10,688,988,6959,0.61,2020,No,17,Decreasing,0.51,Medium
SUP00541,Germany,Displays,90,176,697,13731,0.94,2024,No,31,Increasing,0.93,Medium
SUP00542,Mexico,Displays,79,453,683,13230,0.68,2024,No,88,Stable,0.52,Medium
SUP00543,Mexico,Packaging,96,77,100,5840,0.69,2020,No,32,Decreasing,0.74,Low
SUP00544,Germany,Assembly,89,149,691,14561,0.62,2021,No,25,Decreasing,0.43,High
SUP00545,Vietnam,Packaging,7,34,103,4922,0.8,2023,No,23,Stable,0.93,Low
SUP00546,Germany,Assembly,63,149,556,11917,0.67,2024,No,69,Decreasing,0.53,Medium
SUP00547,Brazil,Batteries,39,986,1286,12749,0.74,2022,Yes,56,Stable,0.73,Medium
SUP00548,Mexico,Batteries,3,875,1597,15583,0.88,2022,Yes,78,Stable,0.93,High
SUP00549,Mexico,Displays,21,444,978,8738,0.65,2021,No,98,Decreasing,0.71,Medium
SUP00550,Germany,Semiconductors,47,289,1603,15972,0.97,2024,Yes,30,Stable,1.0,Medium
SUP00551,China,Textiles,45,483,637,9747,0.62,2020,No,20,Stable,0.54,Medium
SUP00552,China,Batteries,68,758,1425,16555,0.69,2024,Yes,72,Stable,0.62,High
SUP00553,Thailand,Batteries,30,984,1245,10630,0.74,2024,Yes,86,Increasing,0.66,Medium
SUP00554,USA,Textiles,31,410,952,4524,0.73,2023,No,14,Decreasing,0.68,Medium
SUP00555,Brazil,Batteries,7,740,1017,14094,0.96,2022,Yes,1,Stable,0.96,Medium
SUP00556,USA,Assembly,96,139,576,6575,0.81,2024,No,82,Increasing,0.85,Low
SUP00557,Mexico,Batteries,87,626,1752,17334,0.91,2020,Yes,59,Stable,1.0,High
SUP00558,India,Displays,45,333,976,15576,0.61,2023,No,35,Decreasing,0.42,High
SUP00559,Vietnam,Displays,78,445,954,13914,0.64,2021,No,50,Increasing,0.54,Medium
SUP00560,China,Displays,21,432,808,11844,0.77,2020,No,49,Stable,0.79,Medium
SUP00561,Thailand,Textiles,14,514,907,6116,0.75,2024,No,54,Decreasing,0.87,Low
SUP00562,Brazil,Semiconductors,35,451,1925,11534,0.85,2023,Yes,18,Stable,0.85,Medium
SUP00563,India,Displays,4,241,864,14006,0.91,2022,No,99,Stable,0.72,Medium
SUP00564,Mexico,Semiconductors,29,558,1168,19279,0.8,2020,No,35,Stable,0.8,High
SUP00565,Germany,Textiles,24,523,1137,4194,0.79,2024,No,40,Decreasing,0.89,Low
SUP00566,USA,Assembly,17,145,709,7016,0.78,2021,No,23,Increasing,0.75,Low
SUP00567,Brazil,Assembly,100,96,610,9471,0.97,2021,No,50,Stable,0.9,Medium
SUP00568,Mexico,Batteries,41,911,1384,13757,0.81,2024,Yes,56,Stable,0.7,Medium
SUP00569,Mexico,Assembly,40,142,757,7186,0.9,2023,No,55,Stable,1.0,Low
SUP00570,Mexico,Packaging,5,51,103,2004,0.87,2022,No,79,Stable,0.94,Low
SUP00571,Brazil,Displays,30,332,963,14284,0.64,2024,No,37,Increasing,0.78,Medium
